id_item;category;question;correct_answer;incorrect_answer_a;incorrect_answer_b;incorrect_answer_c;visualizations
851;mitologia;¿Quién es la narradora de \Las noches árabes\ (\Las 1.001 noches\)?;Sheherazade;Aladino;Ali Baba;Shahryar;2248
852;mitologia;¿Quién fabricó el martillo del dios nórdico Thor?;Enanos;Trolls;Elfos;Brujas;2285
853;mitologia;¿Quién fue el mensajero del mar y el hijo de Poseidón y Anfitrite?;Tritón;Hermes;Neptuno;Ninfa;2395
854;mitologia;¿Quién mató a la gorgona Medusa en la mitología griega?;Perseo;Heracles;Aquiles;Homero;2296
855;mitologia;¿Quién salvó a Andrómeda del monstruo marino Ceto?;Perseo;Zeus;Poseidón;Afrodita;2247
856;mitologia;¿Quién se enamoró de su propio reflejo?;Narciso;Iris;Medusa;Heracles;2293
857;mundo;¿Cómo se llama el río situado a lo largo de la frontera entre Estados Unidos y México?;Río Grande;Amazonas;Mississipi;Colorado;2267
858;mundo;¿Cuál de los ríos más largos del mundo pasa a través de Kenia?;Nilo;Amazonas;Congo;Níger;2311
859;mundo;¿Cuál era el antiguo nombre de la isla de Sri Lanka?;Ceilán;Turton;Komora;Canva;2292
860;mundo;¿Cuál es el estado más grande en área en los Estados Unidos de América?;Alaska;Texas;California;Nueva York;2380
861;mundo;¿Cuál es el lago de agua dulce más grande de África?;Victoria;Tanganica;Malaui;Moero;2238
862;mundo;¿Cuál es el río más largo de América del Sur?;Amazonas;Paraná;Orinoco;Magdalena;2264
863;mundo;¿Cuál es el río más largo de Asia?;Yangtsé;Huang He;Mekong;Lena;2262
864;mundo;¿Cuál es el único país centroamericano sin costa en el Caribe?;El Salvador;México;Guatemala;Honduras;2266
865;mundo;¿Cuál es la capital de Canadá?;Ottawa;Vancouver;Toronto;Montreal;2299
866;mundo;¿Cuál es la capital de Chile?;Santiago;La Plata;Bogotá;Quito;2199
867;mundo;¿Cuál es la capital de Etiopía?;Adís Abeba;Bahir Dar;Gondar;Mekele;2234
868;mundo;¿Cuál es la capital de Ghana?;Acra;Abiyán;Lilongüe;Lagos;2253
869;mundo;¿Cuál es la capital de Indonesia?;Yakarta;Bangkok;Kuala Lumpur;Ho Chi Minh;2324
870;mundo;¿Cuál es la capital de Jamaica?;Kingston;Jamaica;La Habana;Portmore;2352
871;mundo;¿Cuál es la capital de Marruecos?;Rabat;Casablanca;Fez;Marrakech;2306
872;mundo;¿Cuál es la capital de Nueva Zelanda?;Wellington;Auckland;Brisbane;Queenstown;2268
873;mundo;¿Cuál es la ciudad más poblada del hemisferio sur?;São Paulo;Sidney;Buenos Aires;Lima;2251
874;mundo;¿Cuál es la montaña más alta de África?;Kilimanjaro;Kosciuszko;Mont Blanc;Aconcagua;2264
875;mundo;¿Cuál fue el primer parque nacional de Estados Unidos?;Yellowstone;Everglades;Yosemite;Gran Cañón;2305
876;mundo;¿Cuántos estados componen los Estados Unidos de América?;50;52;51;49;2299
877;mundo;¿De qué país es Bagdad la capital?;Iraq;Afganistán;Irán;Siria;2238
878;mundo;¿De qué país es Nairobi la capital?;Kenia;Uganda;Nigeria;El Congo;2270
879;mundo;¿De qué país es Sucre la capital?;Bolivia;Perú;Argentina;Chile;2286
880;mundo;¿En qué ciudad se encuentra la famosa playa de Copacabana?;Río de Janeiro;São Paulo;Brasilia;Belo Horizonte;2177
881;mundo;¿En qué continente está Eritrea?;África;Asia;Europa;Antártida;2258
882;mundo;¿En qué continente se encuentra Guyana?;Sudamérica;África;Ásia;Australia;2204
883;mundo;¿En qué continente se encuentran las montañas más altas del mundo?;Asia;África;Sudamérica;Europa;2251
884;mundo;¿En qué isla japonesa está el Monte Fuji?;Honshu;Hokkaido;Shikoku;Okushiri;2278
885;mundo;¿En qué océano están las Seychelles?;Índico;Pacífico;Atlántico;Antártico;2318
886;mundo;¿En qué país está la ciudad de Brisbane?;Australia;Nueva Zelanda;Estados Unidos;Reino Unido;2267
887;mundo;¿En qué país se encuentra el punto más septentrional de África?;Túnez;Algeria;Egipto;Marruecos;2247
888;mundo;¿En qué país se puede encontrar la cima del monte Kilimanjaro?;Tanzania;Mozambique;Kenia;Uganda;2350
889;mundo;¿Qué conecta el canal de Suez?;Mar Mediterráneo y Mar Rojo;Mar Rojo y Mar Caspio;Mar Mediterráneo y Mar del Norte;Mar Báltico y Mar Caspio;2351
890;mundo;¿Qué desierto tienen en común Botswana, Namibia y Sudáfrica?;Kalahari;Sahara;Karoo;Namib;2224
891;mundo;¿Qué dos países rodean el Mar Muerto?;Israel y Jordania;Egipto y Líbano;Israel y Egipto;Líbano y Jordania;2282
892;mundo;¿Qué país se conoce a veces como el \Reino Medio\?;China;Rusia;Irán;México;2268
893;mundo;¿Qué país tiene a Puerto Príncipe como capital?;Haití;Marruecos;Costa Rica;Honduras;2233
894;mundo;¿Qué une a Brasil, Guinea-Bissau, Mozambique y Angola?;Colonias de Portugal;Colonias de España;El inglés es el idioma oficial;Parte del imperio Maya;2225
895;musica;¿A quién se le conoce a menudo como el \Rey del rock and roll\?;Elvis Presley;Steve Perry;Paul McCartney;Jon Bon Jovi;2331
896;musica;¿Bajo qué alias lanzó Snoop Dogg un álbum de reggae?;Snoop Lion;Snoop Tiger;Snoop Leopard;Snoop Cheetah;2332
897;musica;¿Cómo continúa la letra de los Beatles \Ob-la-di, ob-la-da, life goes on\?;Brah;La;Da;Nah;2311
898;musica;¿Con qué dos bandas está relacionado Dave Grohl?;Foo Fighters y Nirvana;Aerosmith y AC/DC;Black Sabbath y Kiss;Metallica y Seether;2299
899;musica;¿Cuál es el nombre artístico del rapero estadounidense nacido como Marshall Bruce Mathers III?;Eminem;50 Cent;Dr Dre;Lil' Wayne;2269
900;musica;¿Cuál fue el primer artista que cantó \What a Wonderful World\?;Louis Armstrong;Stevie Wonder ;Frank Sinatra;Bono;2310
901;musica;¿Cuál fue el primer hit de las Spice Girls?;Wannabe;Lose Yourself;What a Girl Wants;Toxic;2289
902;musica;¿Cuál fue el primer sencillo número uno de Madonna en la lista Billboard Hot 100?;Like a Virgin;Material Girl;Like a Prayer;Vogue;2396
903;musica;¿Cuál fue la primera boy band estadounidense en ganar fama internacional a finales de la década de 1980?;New Kids on the Block;N'Sync;Backstreet Boys;Westlife;2329
904;musica;¿De qué banda es el álbum \The Dark Side of the Moon\, en cuya portada hay un prisma?;Pink Floyd;Nirvana;Red Hot Chili Peppers;The Rolling Stones;2223
905;musica;¿De qué icono musical eran las canciones \Can't Help Falling in Love\ y \Love Me Tender\?;Elvis Presley;Frank Sinatra;Billy Joel;\Nat \King\ Cole\;2300
906;musica;¿En qué año ganó ABBA el Festival de Eurovisión?;1974;1980;1976;1982;2268
907;musica;¿Qué artista masculino ganó un récord de 8 premios Grammy en una noche en 1984?;Michael Jackson;Bryan Adams;John Lennon;Usher;2258
908;musica;¿Qué artista será recordado por sus éxitos \Purple Rain\ y \When Doves Cry\?;Prince;Michael Jackson;Stevie Wonder;Billy Joel;2305
909;musica;¿Qué banda cantó \Losing My Religion\?;R.E.M.;Radiohead;Creed ;Nirvana;2296
910;musica;¿Qué banda compuso el álbum \Highway to Hell\?;AC/DC;Metallica;Guns N' Roses;Black Sabbath;2346
911;musica;¿Qué banda cuenta actualmente con los miembros Jagger, Richards, Watts y Wood?;The Rolling Stones;Heart;Alice in Chains;Radiohead;2240
912;musica;¿Qué banda fue formada por Gilmour, Barett, Waters, Wright y Mason?;Pink Floyd;Led Zeppelin;The Who ;U2;2275
913;musica;¿Qué canción fue una colaboración entre Queen y David Bowie?;Under Pressure;Radio Gaga;Show Must Go On;I Want to Break Free;2255
914;musica;¿Qué cantante es conocida por el sencillo \My Heart Will Go On\?;Celine Dion;Whitney Houston;Mariah Carey;Bonnie Tyler;2309
915;musica;¿Qué es el K-pop?;Un género musical surcoreano;Un tipo de caramelo;Un tipo de bomba;Un material de construcción;2286
916;musica;¿Qué estrella de rock murió de cáncer de hígado el 10 de enero de 2016?;David Bowie;Freddy Mercury;Marilyn Manson;Axl Rose;2266
917;musica;¿Qué famosa banda de rock tenía como cantante a alguien cuyo verdadero nombre era Farrokh Bulsara?;Queen;Aerosmith;Guns N' Roses;Journey;2203
918;musica;¿Qué género musical se originó en Seattle a principios de la década de 1990?;Grunge;EDM;Soul;Pop;2289
919;musica;¿Qué miembro de los Beatles se casó con Yoko Ono?;John Lennon;Paul McCartney;Ringo Starr;George Harrison;2302
920;musica;¿Qué músico tenía un alter ego llamado \Ziggy Stardust\?;David Bowie;Freddy Mercury;Lady Gaga;Elton John;2261
921;musica;¿Qué popular banda de pop activa desde 1972 hasta 1983 se formó en Estocolmo?;ABBA;Roxette;A-ha;Ace of Base;2255
922;musica;¿Qué significa la abreviatura DJ en el mundo de la música?;Disc jockey;Dancing jockey;Drum jockey;Dubstep jockey;2262
923;musica;¿Quién cantó las palabras \you may say I'm a dreamer, but I'm not the only one\ en 1971?;John Lennon;Paul McCartney;Ringo Starr;George Harrison;2370
924;musica;¿Quién co-escribió la canción \Fame\ con David Bowie?;John Lennon;Paul McCartney ;Ringo Starr;George Harrison;2286
925;musica;¿Quién fue el cantante principal de Led Zeppelin?;Robert Plant;Jimmy Page;John Paul Jones;John Bonham;2273
926;musica;¿Quién fue el primer batería de los Beatles?;Pete Best;Ringo Starr;Stuart Sutcliffe;George Harrison;2288
927;musica;¿Quién mató a John Lennon en Nueva York en 1980?;Mark Chapman;Jack Ruby;Yoko Ono;Annie Leibovitz;2192
928;musica;¿Quiénes son Benny, Björn, Agnetha y Frida?;Miembros de ABBA;Los creadores de los Grammy;Alter egos artísticos de Cher;Los protagonistas de Los Miserables;2345
929;organizaciones;¿\Fidelidad, Valor, Integridad\ es el lema de qué organización?;FBI;CIA;UNESCO;Amnistía Internacional;2244
930;organizaciones;¿Cuál era el método más utilizado por el Ku Klux Klan para intimidar?;Quemar cruces;Pintar paredes;Destrozar jardines;Mandar cartas;2261
931;organizaciones;¿Cuál fue el primer país en abandonar las Naciones Unidas?;Indonesia;Singapur;India;China;2260
932;organizaciones;¿Cuándo entró en vigor la constitución de la UNESCO?;1946;1919;1957;1939;2269
933;organizaciones;¿Cuándo se estableció la OTAN (Organización del Tratado del Atlántico Norte)?;4 de abril, 1949;1 de septiembre, 1966;12 de diciembre, 1990;20 de enero, 1950;2278
934;organizaciones;¿De qué palabra griega adoptó su nombre el Ku Klux Klan?;Kuklos (Círculo);Kathairo (Purga);Kalare (Brillante);Kasin (Puro);2344
935;organizaciones;¿Dónde está la sede de las Naciones Unidas?;Nueva York;Washington;Génova;París;2288
936;organizaciones;¿Dónde están las oficinas centrales de la INTERPOL?;Lyon (Francia);Bruselas (Bélgica);Berlín (Alemania);Florencia (Italia);2222
937;organizaciones;¿Dónde están las oficinas centrales de la Organización Mundial de la Salud?;Ginebra;Zúrich;Bruselas;París;2245
938;organizaciones;¿Dónde están las oficinas centrales del Comité Internacional de la Cruz Roja?;Ginebra;París;Roma;Estocolmo;2377
939;organizaciones;¿Dónde se encuentra la sede de la Unión Europea?;Bruselas;París;Londres;Roma;2286
940;organizaciones;¿Qué dos organizaciones de seguridad dominaron la era de la Guerra Fría?;OTAN y Pacto de Varsovia;CIA y FBI;FBI y OTAN;CIA y Pacto de Varsovia;2238
941;organizaciones;¿Qué es el infame Grupo Lazarus?;Grupo de cibercrimen;Banda de secuestradores;Secta religiosa;Sociedad de asesinos;2277
942;organizaciones;¿Qué organización de derechos humanos fundada en 1961 obtuvo un Premio Nobel en 1977?;Amnistía Internacional;UNESCO;Freedom House;Alianza Internacional de Mujeres;2284
943;organizaciones;¿Qué orden religiosa fundó Ignacio de Loyola?;Jesuitas;Franciscanos;Carmelitas;Protestantes;2301
944;organizaciones;¿Qué organización proporciona asistencia humanitaria y de desarrollo a niños y madres en países en desarrollo?;UNICEF;UNESCO;FBI;OTAN;2321
945;organizaciones;¿Qué organización tiene como lema \Citius, Altius, Fortius\ (\Más rápido, más alto, más fuerte\)?;Olimpiadas;Fuerza Aérea de los Estados Unidos;NASA;FIFA;2402
946;organizaciones;¿Qué presidente estadounidense dio su nombre a las Naciones Unidas?;Franklin D. Roosevelt;George Washington;Abraham Lincoln;John F. Kennedy;2274
947;organizaciones;¿Qué significa \INTERPOL\?;International Police Organization;International Political Organization;International Politeness Organization;International Polish Organization;2250
948;organizaciones;¿Qué significa CIA?;Central Intelligence Agency;Central Information Agency;Central Investigation Agency;Central Inquiring Agency;2270
949;organizaciones;¿Qué significa literalmente \Hezbolá\?;Partido de Dios;Cordero de Dios;Dios es misericordioso;Dios es poderoso;2299
950;organizaciones;¿Qué significa UNICEF?;United Nations Children's Fund;United Nations Capital Fund;United Nations Commerce Fund;United Nations Collaboration Fund;2294
951;organizaciones;¿Qué sociedad internacional para personas inteligentes se fundó en Oxford en 1946?;MENSA;Triple Nine Society;Prometheus Society;ISPE;2230
952;organizaciones;¿Quién fue el fundador de la Cruz Roja?;Henri Dunant;Irving Stowe;Jacques Bérès;Ingrid Newkirk;2263
953;organizaciones;¿Quién fue el fundador y el jefe del grupo terrorista islámico de Al-Qaeda hasta 2011?;Osama Bin Laden;Sadam Hussein;Hibatullah Akhundzada;Mohammed Yusuf;2275
954;organizaciones;¿Quiénes son los estados miembros de la Benelux?;Bélgica, Países Bajos y Luxemburgo;Algeria, Baréin, Comoras e Iraq;Indonesia, Kuwait y Libia;Guyana, Jamaica, Trinidad y Tobago;2298
955;peliculas;¿Cómo se llama el compositor clásico cuya música adora el protagonista de \La naranja mecánica\?;Ludwig van Beethoven;Wolfgang Amadeus Mozart;Antonio Salieri;Richard Wagner;2170
956;peliculas;¿Cómo se llama el tío de Luke Skywalker?;Owen;Ben;Han;Obi;2238
957;peliculas;¿Cómo se llama la ciudad en la que vive Superman?;Metrópolis;Gotham City;Kryptonopolis;Mega-City One;2325
958;peliculas;¿Cómo se llama la ciudad natal de Batman?;Gotham City;Metropolis;Arrakeen;Smallville;2230
959;peliculas;¿Cómo se llama la protagonista del musical \West Side Story\?;María;Bess;Esther;Lupita;2283
960;peliculas;¿Cómo se llamaba la novia de Tarzán?;Jane;Kala;Joan;Beth;2308
961;peliculas;¿Cómo se llaman los premios conferidos anualmente por la Asociación de la Prensa Extranjera de Hollywood?;Globos de oro;Emmy;Oscar;Owen;2234
962;peliculas;¿Cuál de las siguientes películas ganó 9 Oscars en 1988?;El último emperador;Rain Man;Amadeus;Mi vecino Totoro;2277
963;peliculas;¿Cuál era el nombre de Darth Vader antes de pasarse al lado oscuro?;Anakin Skywalker;Conde Dooku;Han Solo;Qui-Gon Jinn;2242
964;peliculas;¿Cuál es el nombre de nacimiento de Superman?;Kal-El;Jor-El;Clark Kent;Lex Luthor;2303
965;peliculas;¿Cuál es el verdadero nombre de Batman?;Bruce Wayne;Thomas Wayne;Ra's al Ghul;James Gordon;2265
966;peliculas;¿Cuál fue el primer largometraje animado de Disney?;Blancanieves y los siete enanitos;Bambi;La bella durmiente;Cenicienta;2261
967;peliculas;¿Cuál fue la primera película de James Bond?;Dr. No;Desde Rusia con amor;Sólo se vive dos veces;James Bond contra Goldfinger;2288
968;peliculas;¿Cuándo se estrenó \El cantante de jazz\, la primera película con diálogo sincronizado?;1927;1887;1939;1945;2243
969;peliculas;¿Cuándo se instituyó la ceremonia de los premios Oscar?;1929;1901;1938;1915;2295
970;peliculas;¿De quién eran las famosas películas \El gran dictador\ y \Tiempos modernos\?;Charlie Chaplin;Sean Connery;Ian McKellen;Patrick Stuart;2271
971;peliculas;¿Dónde nació el actor Will Smith?;Filadelfia;Miami;Los Ángeles;San Diego;2285
972;peliculas;¿En qué año se estrenó la película \Lo que el viento se llevó\?;1939;1944;1946;1935;2289
973;peliculas;¿En qué científico está basada la película \Una mente maravillosa\?;John Nash;Richard P. Feynman;Stephen Hawking;Albert Einstein;2315
974;peliculas;¿En qué novela del siglo XIX está basado \El diario de Bridget Jones\?;Orgullo y prejuicio;Madame Bovary;Anna Karenina;Matar a un ruiseñor;2290
975;peliculas;¿En qué película de 1993 se travistió Robin Williams?;Señora Doubtfire;Dr. Doolittle;Dos rubias de pelo en pecho;Este cuerpo no es el mío;2333
976;peliculas;¿En qué película de Disney la heroína se alista en el ejército y salva China de los Hunos?;Mulán;Mushu;Enredados;Vaiana;2214
977;peliculas;¿Qué actor interpretó a Rocky Balboa?;Sylvester Stallone;Arnold Schwarzenegger;Jason Statham;Chuck Norris;2271
978;peliculas;¿Qué actriz es conocida por aparecer en \Mary Poppins\ y \Sonrisas y lágrimas\?;Julie Andrews;Judy Garland;Barbra Streisand;Patti LuPone;2310
979;peliculas;¿Qué actriz ganadora de un Oscar de la Era Dorada de Hollywood se convirtió en la princesa de Mónaco?;Grace Kelly;Kate Middleton;Meghan Markle;Diana Spencer;2285
980;peliculas;¿Qué película ganó el Oscar a la mejor película en 1944?;Casablanca;Alarma en el Rin;El amor llamó dos veces;Footloose;2398
981;peliculas;¿Qué película ganó Oscars en las 5 categorías más importantes: mejor película, actor, actriz, director y adaptación?;El silencio de los corderos;La Bella y la Bestia;Bugsy Malone;El príncipe de las mareas;2261
982;peliculas;¿Quién dirigió películas como \Titanic\, \Terminator\ 1 y 2, \Aliens\ y \Avatar\?;James Cameron;George Lucas;Zack Snyder;Joss Whedon;2363
983;peliculas;¿Quién fue el creador de \Star Wars\ e \Indiana Jones\?;George Lucas;James Cameron;Steven Spielberg;Quentin Tarantino;2198
984;peliculas;¿Quién fue el director de las trilogías de \El señor de los anillos\ y \El Hobbit\?;Peter Jackson;Gillermo del Toro;Steven Spielberg;George Lucas;2259
985;peliculas;¿Quién interpretó al protagonista travestido en \Tootsie\?;Dustin Hoffman;Al Pacino;Robert De Niro;Sean Connery;2268
986;politica;¿A quién se le ofreció la presidencia de Israel en 1952, la cual rechazó?;Albert Einstein;Woody Allen;Isaac Asimov;Leonard Cohen;2225
987;politica;¿Cómo llegó supuestamente la Reina Isabel II a la Ceremonia de Apertura de los Juegos Olímpicos de Verano en 2012?;Saltando desde un helicóptero;En una lancha por el Támesis;En una carroza de calabaza;Siendo cargada por 4 de sus sirvientes;2340
988;politica;¿Cómo se conoce al partido de Hitler, que llegó al poder en 1933?;Partido Nazi;Partido Democrático;Partido Abierto;Partido Separacionista;2267
989;politica;¿Cómo se conoce también a la quinta enmienda de la Constitución de Estados Unidos?;Derecho a guardar silencio;Derecho a llevar armas;Derecho a un juicio rápido y justo;Derecho a la libertad de expresión;2184
990;politica;¿Cómo se le llama a cuando una organización ataca los sistemas de información de otra nación?;Guerra informática;Guerra telemática;Guerra fría;Guerra no convencional;2212
991;politica;¿Cómo se le llama a la suspensión temporal de las hostilidades por mutuo consentimiento?;Armisticio;Asedio;Arbitración;Asilo;2284
992;politica;¿Cómo se le llama a un grupo de estados soberanos unidos para propósitos de acción común en relación con otros estados?;Confederación;República;Consejo;Dictadura;2255
993;politica;¿Cómo se le llama a una unión de estados o regiones parcialmente autónomos bajo un gobierno central?;Federación;República;Coalición;Autonomía;2367
994;politica;¿Cómo se les llamaba a las bombas atómicas detonadas sobre Nagasaki e Hiroshima?;Fat Man y Little Boy;Fat Boy y Little Girl;Huge Man y Small Boy;Huge Boy y Small Girl;2224
995;politica;¿Cómo se llama a la relación política, económica o cultural entre dos estados soberanos?;Bilateralismo;Relacionismo;Comunidad;Transaccionismo;2244
996;politica;¿Cómo se llama el palacio de Londres en el que reside el monarca de Inglaterra?;Buckingham;Westminster;Glastonbury;Wiltshire;2377
997;politica;¿Cómo se llamaba el sistema de segregación racial institucionalizado en Sudáfrica?;Apartheid;Basskap;Miskien;Negentien;2374
998;politica;¿Con qué lema ganó Barack Obama su primera elección presidencial, aparte de \Change we can believe in\?;Yes, we can;Here I am;Not me, us;Make America great again;2274
999;politica;¿Cuál es el término utilizado para describir la caída repentina de un gobierno provocada por una fuerza ilegal?;Golpe de estado;Ataque al parlamento;Guerra política;Combate de país;2259
1000;politica;¿Cuál es la autoridad otorgada por una circunscripción electoral para actuar como su representante?;Mandato;Permiso;Concesión;Mandamiento;2266
1001;politica;¿Cuál es la información sesgada o engañosa utilizada para promover una causa política o punto de vista?;Propaganda;Agenda;Junta;Rally;2297
1002;politica;¿Cuál fue el movimiento político para la reforma del Partido Comunista de la Unión Soviética durante la década de 1980?;Perestroika;Peremena;Pereklyucheniye;Udaleniye;2239
1003;politica;¿Cuándo murió John F. Kennedy?;1963;1965;1964;1962;2209
1004;politica;¿Cuándo se convirtió Bill Clinton en presidente de Estados Unidos?;1993;1990;1986;1999;2267
1005;politica;¿Cuándo se desintegró formalmente la URSS en 15 repúblicas?;1991;1992;1993;1994;2207
1006;politica;¿Cuántos años había pasado encarcelado Nelson Mandela antes de su liberación?;27;12;30;35;2332
1007;politica;¿Dónde tuvo lugar la \Revolución de Terciopelo\ de 1989?;Checoslovaquia;Estonia;Letonia;Ucrania;2232
1008;politica;¿En qué año tuvieron lugar los ataques terroristas del 11 de septiembre?;2001;2003;2002;2000;2398
1009;politica;¿En qué forma de gobierno tiene una persona o entidad política el control total sobre un país o un grupo de países?;Dictadura;Monarquía;República;Comunismo;2225
1010;politica;¿En qué país fue asesinado Osama Bin Laden?;Pakistán;Iraq;Irán;Afghanistán;2289
1011;politica;¿Qué figura política llevó a su pueblo a la independencia mediante el empleo de la desobediencia civil no violenta?;Mahatma Gandhi;Rosa Parks;Desmond Tutu;George Washington;2220
1012;politica;¿Qué ideología política establece la propiedad social y el control democrático de los medios de producción?;Socialismo;Capitalismo;Democracia;Dictadura;2279
1013;politica;¿Qué movimiento tiene como principio la igualdad entre mujeres y hombres?;Feminismo;Igualismo;Sexismo;Disforia de género;2277
1014;politica;¿Qué proclamó John F. Kennedy en alemán cuando visitó Berlín en 1963?;Ich bin ein Berliner;Ich bin ein Amerikaner;Sind wir Freunde?;Ich komme aus den USA;2312
1015;politica;¿Qué significa la palabra \politika\?;Asuntos de las ciudades;Gobernar;Discusión pública;Sentarse y hablar;2282
1016;politica;¿Qué significó la firma del tratado de paz de Versalles?;Final de la Primera Guerra Mundial;Final de la Segunda Guerra Mundial;Final de la Guerra Civil Americana;Final de la Guerra Fría;2307
1017;politica;¿Qué tipo de gobierno tenía Roma antes de ser un imperio y después de ser una monarquía?;República;Dictadura;No tenía gobierno central;Matriarcado;2186
1018;politica;¿Qué une a Henri Dunant, Mikhail Gorbachev, Lech Walesa, Yasser Arafat y Barack Obama?;Premio Nobel de la paz;Políticos americanos;Afrodescendientes;Presidentes de sus respectivos países;2256
1019;politica;¿Qué une al duque de Wellington, el conde de Derby, el marqués de Salisbury y Tony Blair?;Primeros Ministros del Reino Unido;Compositores de música clásica ingleses;Decanos de la Universidad de Brunel;Dramaturgos galeses;2292
1020;politica;¿Quién es el único político que ha ocupado el cargo de Primer Ministro de Francia dos veces desde 1946?;Jacques Chirac;Nicolas Sarkozy;Édouard Philippe;Jean-Pierre Raffarin;2295
1021;politica;¿Quién es el único presidente estadounidense elegido sin oposición?;George Washington;Barack Obama;Bill Clinton;Abraham Lincoln;2247
1022;politica;¿Quién fue presidente de Iraq entre 1979 y 2003?;Saddam Hussein;Osama Bin Laden;Ahmed Hassan al-Bakr;Barham Salih;2312
1023;politica;¿Quién se convirtió en el primer presidente negro de Sudáfrica?;Nelson Mandela;Thabo Mbeki;Jacob Zuma;Kgalema Motlanthe;2309
1024;psicologia;¿A qué le tiene pánico la gente con acrofobia?;Alturas;Arañas;Globos explotando;Animales;2317
1025;psicologia;¿A qué le tiene pánico la gente con agorafobia?;Espacios abiertos o abarrotados;Ruidos fuertes;Payasos;Ponerse enfermo;2262
1026;psicologia;¿A qué le tiene pánico la gente con claustrofobia?;Espacios pequeños;Intimidad física;Hablar en público;Aviones;2263
1027;psicologia;¿A qué le tiene pánico la gente con frigofobia?;Tener frío;Dejarse aparatos eléctricos encendidos;Ahogarse en el mar;Manejar objetos pesados;2237
1028;psicologia;¿A qué le tiene pánico la gente con xenofobia?;Lo desconocido y lo extraño;Espacio exterior;Aguas profundas;Payasos;2288
1029;psicologia;¿Cómo se le llama a las explosiones de ira mientras se conduce?;Violencia vial;Locura vial;Malhumor vial;Furia vial;2327
1030;psicologia;¿Cómo se le llama al hecho de experimentar efectos dañinos o negativos cuando se administra una sustancia inofensiva?;Efecto nocebo;Efecto placebo;Efecto facebo;Efecto docebo;2253
1031;psicologia;¿Cómo se le llaman a las emociones y pensamientos preocupantes centrados en un aspecto de la vida de uno mismo?;Complejo;Conciencia del yo;Atención plena;Luz de gas;2216
1032;psicologia;¿Cómo se llama el potencial de involucrarse sexual o románticamente tanto con hombres como con mujeres?;Bisexualidad;Homosexualidad;Heterosexualidad;Asexualidad;2294
1033;psicologia;¿Cuál es el fenómeno de negarse a aceptar lo que ha sucedido o sucederá para evitar el daño psicológico?;Negación;Fantasía;Proyección;Sublimación;2215
1034;psicologia;¿Cuál es el nombre científico de la memoria fotográfica?;Memoria eidética;Memoria prospectiva;Memoria de trabajo;Memoria ecoica;2233
1035;psicologia;¿Cuál es el nombre de las técnicas utilizadas para memorizar material difícil de recordar?;Reglas mnemotécnicas;Condicionamiento;Gestalt;Hipnosis;2257
1036;psicologia;¿Cuál es el nombre del fenómeno por el cual la música clásica mejora la memoria?;Efecto Mozart;Efecto Beethoven;Efecto Bach;Efecto Vivaldi;2301
1037;psicologia;¿Cuál es el nombre del trastorno caracterizado por problemas al leer a pesar de tener una inteligencia normal?;Dislexia;Dislalia;Disgrafía;Discalculia;2317
1038;psicologia;¿Cuál es el proceso por el cual un ser humano se forma y se diferencia psicológicamente de otros seres humanos?;Individuación;Independenciación;Separatismo psicológico;Parlicularización psicológica;2290
1039;psicologia;¿Cuál es la tendencia a buscar e interpretar información de una manera que confirme las creencias preexistentes?;Sesgo de confirmación;Sesgo de prejuicio;Sesgo retrospectivo;Sesgo pasado;2226
1040;psicologia;¿Qué concepto de la teoría de juegos ayuda a predecir los resultados cuando hay varias personas tomando decisiones?;Equilibrio de Nash;Equilibrio de Mensch;Equilibrio de Baron;Equilibrio de Bayes;2295
1041;psicologia;¿Qué síntomatología es indicativa de psicosis?;Delirios y alucinaciones;Cambios repentinos de humor;Dificultad para concentrarse;Sueño excesivo;2261
1042;psicologia;¿Qué es el llamado \Efecto Mandela\?;Recuerdo falso colectivo;Negación del racismo;Incapacidad para recordar nombres;Pánico escénico;2326
1043;psicologia;¿Qué es la ateofobia?;Discriminación contra los ateos;Discriminación de la gente religiosa;Miedo a dios;Miedo a las iglesia;2303
1044;psicologia;¿Qué es un segundo yo, que se cree que es distinto de la personalidad normal u original de una persona?;Alter ego;Esquizofrenia;Id;Hipocondría;2257
1045;psicologia;¿Qué mecanismo psicológico inconsciente reduce la ansiedad derivada de estímulos inaceptables o potencialmente dañinos?;Mecanismo de defensa;Mecanismo de contrarrestación;Mecanismo de protección;Mecanismo de inmunidad;2353
1046;psicologia;¿Qué patrón de comportamiento se caracteriza por el daño o abuso infligido a uno mismo?;Comportamiento autodestructivo;Masoquismo;Cupio dissolvi;Sadismo;2298
1047;psicologia;¿Qué rasgo conceptual se creó para ayudar a comprender las diferencias individuales en la susceptibilidad a la hipnosis?;Absorción;Apertura a la experiencia;Responsabilidad;Neuroticismo;2189
1048;psicologia;¿Qué rasgo de personalidad está más fuertemente relacionado con el desempeño académico y ocupacional?;Responsabilidad;Neuroticismo;Apertura a la experiencia;Extraversión;2305
1049;psicologia;¿Qué rasgo de personalidad tiende a manifestarse en un comportamiento abierto, hablador y enérgico?;Extraversión;Neuroticismo;Responsabilidad;Apertura a la experiencia;2340
1050;psicologia;¿Qué término describe el miedo a la desnudez?;Nudofobia;Bodifobia;Dermofobia;Corpofobia;2225
1051;psicologia;¿Qué término indica una pérdida de memoria de eventos previos a una lesión?;Amnesia retrógrada;Amnesia anterógrada;Amnesia autobiográfica;Amnesia del condicionamiento;2233
